ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
427,500000,2,2,2,56,-1,-1,-1,-1,-1,0,569940,404924,423849,411911,553494,422695,127603,20516,100991,75361,116217,128374,0
428,300000,1,3,3,55,0,0,1,1,0,0,106633,101913,87903,82449,91329,101344,21739,25938,5505,20621,18134,27959,0
429,20000,1,3,2,34,-1,0,1,1,0,-1,3696,4341,4284,4083,4118,3837,844,652,233,726,437,570,1
430,300000,1,2,2,23,-1,0,-1,-1,-1,-1,57609,48074,64527,62144,54396,48671,19556,9448,15377,2759,18837,8501,0
431,20000,2,3,2,36,0,0,0,0,1,0,19092,19793,18090,17406,18770,14955,6653,733,975,665,1246,2261,0
432,300000,1,3,1,59,0,0,0,1,0,0,44044,48837,36648,44000,44294,39234,8446,13481,2290,13773,7361,10951,1
433,300000,1,1,2,27,-1,-1,-1,-1,-1,0,113281,93950,106824,109485,116985,118354,5697,23341,17614,27291,3551,3499,0
434,20000,1,2,2,58,1,2,2,3,2,2,11479,9961,9482,12836,10951,10463,737,1939,1604,3040,2686,2527,1
435,120000,1,2,2,42,0,0,0,0,0,0,87020,72811,62968,72897,68165,69137,22426,13381,20245,23425,11758,8285,1
436,20000,2,3,2,27,0,0,-1,0,0,0,12891,14005,14349,13439,11989,12747,4435,1837,1594,2670,2455,3534,0
437,120000,1,1,1,64,0,0,0,-1,1,0,84390,95827,95750,85262,114326,113472,13831,12744,14583,3779,28639,39112,0
438,500000,2,2,1,45,0,0,0,-1,0,0,346175,253873,248221,289173,269929,252078,18123,10813,62919,73955,73453,28248,0
439,20000,1,2,1,52,1,1,1,1,1,2,15296,15575,18753,17460,18809,18255,2087,3841,5493,1284,6371,3050,1
440,80000,2,2,2,25,0,-1,1,0,1,0,8674,9885,8310,8432,11798,11668,1275,344,1123,2022,3599,2341,0
441,500000,2,4,1,38,-1,0,0,1,0,0,521790,355037,417174,450471,446787,442407,182040,7266,95222,68576,56677,89298,1
442,80000,1,2,2,50,2,3,3,2,2,3,43321,51494,43651,50391,48721,58015,10681,1556,9864,1477,12667,4157,1
443,20000,2,3,2,51,1,1,1,1,1,1,4340,4185,4473,4461,4382,5368,255,364,537,170,197,1140,1
444,120000,2,4,2,23,1,1,1,1,1,1,121110,131456,119765,141751,130151,126338,15893,27364,7083,21201,8453,32707,0
445,120000,2,3,1,49,0,0,1,0,-1,1,128681,124433,123788,95241,132518,127047,4635,30459,30356,20591,22749,42119,0
446,200000,1,1,2,65,-1,-1,0,-1,-1,-1,141410,196629,170673,198678,204537,150946,33303,31233,18511,15178,35114,39151,0
447,80000,1,3,1,57,1,0,1,0,0,0,73401,63603,83149,73442,64898,75467,17763,9848,10396,4056,12129,16534,0
448,500000,2,1,2,30,0,0,0,0,-1,0,170263,214224,240136,182955,240356,215185,6635,45059,50158,26374,42498,20867,0
449,120000,1,2,1,63,0,0,0,0,1,1,30661,35109,35439,26673,29923,26765,4008,7617,2589,7611,6931,1400,0
450,80000,2,3,1,53,2,1,1,1,1,1,16486,17694,20794,18986,18421,17270,5241,5287,2073,5291,6169,3960,1
451,500000,2,2,1,23,0,1,0,0,1,0,378162,377043,518289,487396,393472,490268,110744,109455,86661,119785,30292,110952,0
452,500000,2,2,2,27,0,0,1,1,0,0,492049,352360,475513,448807,377451,342586,103079,102805,147361,71974,52074,101744,1
453,120000,2,2,1,64,1,0,0,0,1,1,124944,123569,108715,114748,124189,114446,22480,36894,29879,19029,5527,19136,1
454,20000,2,3,2,30,-1,0,0,0,1,-1,19564,17187,14962,14950,17099,14765,6801,5333,1867,1413,1470,1133,0
455,200000,1,3,2,25,1,0,1,0,1,0,151667,152900,142328,145592,154718,113557,39179,31077,17034,9500,53503,10692,0
456,120000,1,2,2,42,1,0,2,2,1,2,25414,24579,24680,24903,19640,21792,8497,5319,8534,628,649,3861,1
457,50000,2,3,1,45,0,0,1,0,0,0,11125,11026,11428,9683,11651,8215,485,2866,2692,2942,1054,1010,0
458,200000,2,1,1,47,1,0,1,1,1,1,92219,119220,105678,113577,98357,96937,8300,10213,26020,20868,15810,7705,1
459,300000,1,1,2,51,-1,0,0,0,0,0,265722,253105,265810,247562,200499,190275,8042,35169,10151,5199,23374,10577,0
460,20000,1,2,1,67,1,1,1,-1,-1,0,4244,3524,4559,4255,3771,4927,1300,1131,249,828,753,768,1
461,300000,2,4,2,56,-1,1,0,0,1,0,252136,230593,295835,289757,305861,319985,62806,44391,34662,30496,106087,42039,1
462,20000,2,1,1,22,1,0,1,1,1,1,13396,15811,11491,11835,15872,12418,1053,586,3422,1905,4004,4204,0
463,300000,2,1,2,25,0,0,1,-1,1,0,95090,97548,101670,87825,84278,85362,32471,15006,32587,21244,12973,25831,0
464,80000,1,1,1,21,0,-1,0,-1,0,-1,70734,83872,58333,78205,69123,64551,23725,6127,4843,22461,16960,5199,0
465,20000,1,3,2,39,-1,1,0,1,1,0,13793,10505,10377,14729,12369,10059,1298,1445,2653,3699,3807,2701,0
466,500000,2,1,1,37,1,1,0,1,2,0,372439,329560,380853,375877,391949,409898,86969,65859,117479,118693,37458,73152,0
467,50000,1,2,2,64,0,0,0,0,0,1,18811,23002,16983,17037,21986,21349,4523,4294,5265,1660,5641,6951,0
468,200000,2,4,1,38,2,1,2,0,1,0,70561,96254,98476,69907,95682,85990,1504,17504,16879,16655,21299,18978,1
469,50000,2,1,3,22,1,2,2,2,2,1,3192,3205,2739,2758,2541,3188,789,83,288,865,666,278,0
470,500000,1,2,2,62,1,2,2,2,2,2,271461,235725,303195,298445,237161,315474,25257,39338,101744,36352,11329,26711,0
471,300000,1,2,1,33,0,0,0,0,0,0,227396,221798,200007,200666,203610,224319,72183,6555,22255,56952,53319,76090,0
472,300000,1,3,1,63,-1,-1,1,0,0,0,323767,310022,333593,238168,344049,305798,96064,47620,34489,78660,96350,98782,0
473,120000,2,2,1,57,3,2,4,3,2,3,123452,126444,107352,118243,110324,105781,39349,29525,9433,27489,27226,18971,1
474,120000,2,2,1,62,-1,-1,0,-1,0,1,15365,13700,15657,13132,13578,16056,4148,843,3064,974,1155,3309,1
475,200000,1,1,1,59,-1,-1,-1,-1,-1,-1,207957,205427,209230,192616,220083,169970,15475,66257,11585,20433,16119,34086,1
476,300000,2,3,2,27,0,0,-1,-1,-1,-1,50414,48261,57185,61559,58246,51786,7006,11006,11913,15044,15357,14083,0
477,300000,2,3,2,50,2,1,1,1,1,1,29346,27469,25628,21250,23670,22515,7452,2521,8493,6499,5532,3975,1
478,20000,2,1,1,40,1,0,0,0,1,0,15707,13013,16787,14941,12345,13257,1990,1952,3133,415,4254,801,0
479,200000,2,2,2,50,1,0,0,1,1,-1,199219,219758,205583,154670,203848,176821,50663,11422,69603,19749,34667,22458,0
480,20000,1,3,1,56,0,0,0,0,1,0,16201,16033,17672,17989,20824,20894,2121,437,5635,1746,1992,4336,0
481,80000,1,1,3,44,1,2,1,2,1,0,70693,71991,78337,78080,60645,64236,5560,23197,22048,12436,16617,8726,0
482,300000,2,2,1,35,1,0,0,0,0,0,68502,80302,68066,77674,65514,86247,13083,19498,15019,21251,17493,24879,0
483,50000,1,2,2,64,3,3,1,1,2,2,9407,8669,8724,7767,8721,8839,2318,2403,2709,1444,1678,2941,0
484,300000,2,2,2,52,2,1,0,1,1,0,32349,27195,27877,25743,32207,35556,6168,6127,5663,4917,8573,3550,0
485,120000,1,2,1,62,3,3,3,3,4,2,81057,75254,68366,66490,66501,63584,18790,24023,6041,14692,8146,19928,0
486,50000,1,2,1,32,2,2,2,2,2,3,24090,26972,23757,29690,23690,23797,3964,8513,7728,5646,2160,6096,0
487,80000,1,1,1,60,1,0,-1,0,-1,-1,13693,12965,13553,13092,11326,10313,3790,508,2517,3235,697,2203,0
488,120000,2,2,2,36,1,0,1,0,1,0,52312,60830,60379,61707,70258,52758,12266,5020,19294,3413,8139,3325,1
489,300000,1,3,2,42,-1,0,-1,0,0,-1,181391,153899,210037,152351,174115,152671,38023,23178,31450,4193,41092,23757,0
490,200000,1,2,2,61,4,4,4,3,3,4,127285,173014,123302,173294,140663,155304,20833,22934,16126,50747,14809,54118,0
491,500000,2,1,2,37,0,0,0,-1,0,0,202559,191708,231292,248471,218555,194717,39861,37083,63091,44237,68087,45555,0
492,500000,1,3,2,32,1,1,0,0,-1,-1,202773,179650,146790,156833,190433,146027,7468,19394,33668,18584,19504,31433,0
493,300000,1,1,2,64,0,2,1,1,1,2,165221,239837,201959,197481,236854,186154,39655,67912,33345,33556,58234,5911,1
494,200000,1,3,2,66,0,-1,-1,0,-1,-1,163814,163665,133874,136439,168038,150486,14326,3678,41492,31999,32615,18945,0
495,80000,1,2,2,35,0,0,2,1,1,1,22653,21091,26081,25174,24187,23628,6883,5930,4967,1514,2172,4278,0
496,80000,1,3,1,35,-1,-1,0,0,-1,-1,5420,4500,5519,4774,4946,4335,1561,674,133,920,1006,1004,0
497,20000,2,1,2,31,-1,-1,0,0,0,0,15963,19856,17080,16866,17784,15747,3100,430,4248,953,5958,4768,1
498,80000,1,1,1,22,0,-1,0,0,0,0,65141,57641,54103,65775,68540,67313,19513,17265,2209,19973,22726,11521,1
499,500000,2,2,1,46,0,1,0,0,0,0,138090,129614,114836,127083,126040,128344,33330,21701,20528,26126,14649,14190,0
500,80000,2,1,2,32,1,0,1,0,0,-1,48095,47477,42199,45971,44484,46332,3203,12304,3518,13220,8765,5227,0
501,20000,1,1,1,60,2,2,2,2,2,2,11647,11174,13198,12261,12419,12464,3080,3462,1317,3162,866,816,1
502,200000,1,3,1,29,1,0,-1,-1,0,1,36878,31828,33236,27071,29119,29577,12856,996,11411,7824,5089,2012,0
503,500000,1,3,1,50,0,0,1,0,0,0,123819,122833,129034,112106,122964,113440,4150,13083,7412,14887,15504,13698,0
504,500000,2,1,2,44,1,2,3,3,2,3,408536,537298,575135,540241,434470,526391,41189,31826,155311,35668,141954,143690,1
505,50000,1,3,2,49,1,1,1,1,0,0,28400,25245,25336,27610,25032,29528,6170,1321,5836,8675,5726,4617,0
506,120000,2,3,1,26,-1,-1,-1,-1,0,-1,29163,23038,31870,31965,22634,25615,4579,7650,2688,9970,1833,7778,1
507,120000,2,3,1,42,2,2,2,2,3,3,107181,91655,108165,105802,86459,104335,24693,26198,35549,32955,30042,34766,1
508,50000,2,2,2,50,-1,-1,-1,-1,0,-1,23009,26129,21348,27591,21802,24699,4912,3667,1845,9559,5430,1108,0
509,50000,2,2,3,37,1,0,0,1,1,-1,31611,36331,37333,32363,36008,36061,8852,8966,7098,7014,2320,9180,0
510,50000,2,2,1,62,0,-1,1,0,0,0,19541,19011,16382,14348,17788,17764,848,6148,4601,2713,5049,855,1
511,500000,1,2,3,45,2,1,1,0,2,0,51202,58932,53902,57942,50500,54722,8468,5472,14660,16404,10301,2389,0
512,300000,1,3,2,38,-1,-1,0,-1,-1,-1,60959,61466,65676,64621,58007,52608,18520,1516,8242,3641,8822,5839,0
513,300000,1,1,1,22,-1,-1,-1,-1,-1,0,351360,338815,339492,342258,339898,273164,49089,98918,100815,95286,28818,14622,0
514,300000,2,2,2,28,1,1,1,1,2,1,172287,174800,213367,202267,222865,175025,32088,45184,72009,58259,24897,41792,1
515,500000,2,1,2,43,-1,-1,0,-1,-1,-1,404613,431900,476609,414154,439186,412903,10973,31478,84086,87168,33024,105835,0
516,20000,2,4,2,39,0,1,0,0,0,0,1423,1309,1196,1100,1370,1271,133,237,281,162,390,293,0
517,500000,1,2,1,61,1,2,1,1,1,1,423519,432197,464111,374285,436530,416370,73271,31525,65109,88538,48053,87382,1
518,20000,2,2,2,57,0,0,0,0,0,0,12116,11325,10870,10608,11120,10494,1837,2478,1487,3415,1946,2915,0
519,120000,2,3,2,28,-1,-1,-1,-1,-1,-1,87159,75044,91080,96238,73059,84715,22298,17537,15939,6941,24797,23292,0
520,200000,2,4,2,48,0,-1,0,0,1,0,71895,89697,88859,87939,77808,81837,15954,9983,7557,10786,27093,25139,0
521,80000,2,1,3,42,3,4,3,3,3,2,49206,59341,43585,51576,44162,46645,15278,16477,10787,12459,12414,11603,0
522,50000,1,3,2,25,0,0,1,0,0,0,3261,4601,3646,3820,4384,3474,985,811,272,1126,1243,477,0
523,50000,1,3,2,52,0,-1,0,0,-1,-1,5124,4307,4970,3563,4650,3882,510,1090,107,837,1542,749,0
524,300000,2,1,2,46,-1,-1,-1,-1,-1,-1,207578,291319,284938,229277,290507,271039,5359,67334,47022,49289,82199,49301,0
525,80000,1,3,1,25,0,-1,0,0,0,0,13323,14574,14424,15602,11181,10976,4023,2459,652,753,1887,610,0
526,80000,1,2,1,43,3,3,3,2,3,3,4396,4857,4544,5018,4595,4240,565,566,934,818,183,1220,1
527,500000,1,2,1,55,0,0,-1,0,0,0,393546,448503,415102,465558,502301,420477,52950,39208,79584,146072,44585,135074,1
528,50000,1,2,2,36,-1,-1,0,-1,-1,-1,13726,17016,15116,17135,17165,15516,991,4529,987,2387,2861,5350,0
529,500000,2,2,1,37,1,0,0,0,0,0,318289,334069,289734,244503,344857,353413,79156,77451,29314,35631,37101,35987,0
530,500000,2,1,2,26,-1,-1,0,-1,-1,-1,345803,440169,491254,503510,374871,490056,38880,49611,13789,69481,48219,25267,0
531,200000,1,1,1,30,0,0,0,0,0,1,180732,182630,156435,164503,181727,128291,14155,61937,33790,22982,7168,7266,0
532,50000,1,1,1,67,3,3,3,3,3,4,5156,3987,4240,3568,5284,4502,959,1145,494,547,1068,1284,1
533,50000,2,2,2,50,0,1,1,0,0,-1,24334,30837,29165,31582,34658,23780,6512,1907,7445,8691,4714,5433,0
534,50000,2,2,1,29,-1,-1,-1,-1,-1,0,32425,26239,33162,23548,29545,31567,3533,1932,7555,4007,3114,8507,0
535,200000,2,1,2,43,-1,1,1,0,0,0,70919,74856,79589,80392,86249,72324,18316,14936,11403,17713,19097,23050,0
536,50000,2,2,1,30,0,-1,0,0,-1,-1,31800,35975,34284,35390,31931,34067,5483,1934,931,5874,3555,3225,0
537,120000,1,2,2,41,-1,0,-1,-1,0,-1,107550,108876,116596,103165,105188,115851,16481,36825,14650,31812,18635,16236,1
538,20000,1,2,1,27,0,0,0,0,0,-1,4166,3525,3657,3898,3103,3612,577,812,465,307,314,1016,0
539,120000,2,4,3,50,-1,0,0,1,1,0,23484,18118,20353,21442,22072,25927,1597,758,2641,1298,5398,2737,0
540,20000,2,2,2,47,2,0,2,1,1,2,13448,12254,16438,12402,17810,12214,1745,2038,5500,1916,5376,2283,1
541,200000,2,3,1,50,1,3,3,2,2,2,104661,104882,87306,108632,101966,113545,32460,9780,6487,37099,4788,18886,1
542,20000,2,1,1,41,0,1,0,0,1,0,17528,14958,16134,14669,15932,14463,941,2720,1760,3680,4629,3130,1
543,50000,2,3,1,34,3,2,2,1,2,2,9848,7257,8765,9401,10028,7702,3311,736,2582,2099,3019,2665,0
544,50000,1,4,2,32,0,0,0,0,1,0,4172,3418,4051,4285,4188,4502,231,1006,1317,637,1417,244,0
545,300000,1,3,2,31,1,0,0,0,0,0,242038,188538,220386,176544,211017,216591,33757,48635,38464,20726,61867,38971,0
546,20000,1,2,1,41,1,1,1,1,1,1,21155,16404,21491,24006,21059,23192,4655,5235,4259,8058,4260,7803,1
547,120000,1,2,2,42,-1,-1,0,0,0,-1,13771,19090,13885,15860,16275,16475,4082,1628,519,2551,702,2220,0
548,200000,1,2,2,52,1,0,0,0,1,0,196869,179923,160306,154494,185050,175518,13265,26480,45952,39343,8247,46406,0
549,120000,2,2,2,23,1,1,1,0,1,1,46243,47642,55180,48492,55773,43903,3078,13616,11930,13938,4735,14341,1
550,200000,1,3,2,34,0,-1,0,0,-1,0,12964,12138,13936,12475,11801,14137,2947,1740,2481,2956,1977,1405,0
551,300000,1,4,2,61,2,3,1,2,2,2,171629,135553,131180,128510,154941,170947,20013,19668,15721,12434,51950,8009,1
552,80000,2,2,2,64,0,-1,0,0,1,0,23332,26987,20710,22975,25557,25986,5429,9321,3447,2642,1990,1168,1
553,300000,2,1,3,64,2,1,2,1,2,1,184473,253419,250367,216445,247886,238097,53643,69534,65759,5970,49032,10497,1
554,80000,1,2,1,35,-1,-1,-1,-1,0,-1,27664,21871,22049,27659,24872,21569,1255,6650,1028,9401,8689,2926,0
555,500000,2,1,1,27,0,-1,-1,0,-1,-1,289111,218439,302330,234747,288981,290875,86352,33705,56610,69352,7093,17932,0
556,120000,2,1,1,30,0,-1,0,0,-1,0,32259,29877,32145,27323,29746,28420,1045,6374,1010,4189,1056,4366,0
557,300000,2,2,2,27,1,1,1,0,1,2,265003,217120,213970,224112,203042,282731,83903,36624,58808,70482,22146,76015,1
558,500000,2,3,1,65,-1,-1,-1,-1,-1,-1,416292,397349,392952,428559,462791,506978,142352,66991,35222,30305,43640,60033,0
559,300000,1,1,3,62,2,2,3,2,1,1,120061,138425,154329,139299,114583,127061,28845,8601,49094,4718,21144,22643,1
560,300000,2,1,2,59,1,0,-1,0,-1,1,157277,149513,128740,133447,122776,158138,54229,44540,22801,8626,19490,9809,1
561,120000,1,1,2,55,0,0,0,0,-1,-1,114515,105342,120586,108281,106135,129232,33353,15683,20607,33732,22564,32364,0
562,20000,2,3,2,37,0,-1,0,0,0,1,3946,4077,3229,3319,3917,2893,136,864,448,242,268,361,0
563,120000,2,2,1,43,-1,-1,-1,-1,-1,-1,91126,83069,102617,103090,103671,106902,1937,25156,19538,4379,25537,6908,0
564,50000,1,1,2,60,2,2,2,3,2,3,23664,27512,33498,30205,29922,29591,635,7572,4406,2453,2718,9914,1
565,500000,1,1,1,59,1,0,0,0,0,0,464179,488316,473703,429129,444884,506253,78506,41711,65738,67360,75255,138700,0
566,50000,2,2,2,45,-1,0,0,0,0,1,16917,17001,13311,17121,15539,18274,3818,3810,1125,3147,481,4299,0
567,50000,2,2,3,60,-1,0,1,0,1,0,17278,17098,17066,17379,18982,14274,3090,3139,2285,1700,5377,3691,0
568,50000,1,2,2,37,0,0,0,0,0,0,16210,19198,19018,14387,20958,14449,3946,2032,5474,4113,4756,2317,0
569,200000,2,2,2,40,-1,-1,0,1,0,0,13438,12651,10521,11182,13215,10499,2262,423,1063,3765,1174,1243,0
570,120000,2,4,1,60,3,2,2,2,2,1,24747,28596,27480,22328,22765,27271,842,6515,7997,2589,4975,5045,0
571,500000,2,2,2,38,0,-1,1,0,0,0,553051,514287,525924,566412,583378,574867,52337,142638,160003,185363,95797,168053,1
572,80000,2,2,2,56,0,0,-1,1,0,1,23676,21773,18221,20632,25562,24487,8228,7201,4371,5981,7481,8277,0
573,50000,1,1,2,42,0,0,1,0,0,0,3040,3480,3712,2916,2672,3549,407,477,111,910,920,779,0
574,20000,2,4,1,35,0,0,0,0,0,0,6685,5636,6101,6331,5841,6454,850,855,1251,251,356,930,0
575,20000,1,4,1,31,1,-1,1,0,0,0,8998,9643,7801,8902,8134,8759,633,711,2300,2628,1478,2251,0
576,80000,2,3,2,49,0,0,0,0,0,0,45875,41659,38118,51361,49883,54274,15861,14369,5363,10958,5245,13570,0
577,500000,1,2,1,43,-1,-1,-1,0,0,1,58133,54441,52116,52412,55396,45666,5583,16352,5906,1709,14812,4642,0
578,120000,2,1,2,38,1,1,1,2,1,0,80554,105781,89121,88093,87542,93507,18805,35543,11234,23670,2746,15308,1
579,500000,1,3,2,55,4,2,3,3,3,3,487931,440550,385272,437295,374012,381936,16528,80825,61495,43627,74693,24529,1
580,20000,1,3,2,21,3,1,2,2,2,2,4649,4153,5562,5432,4893,4225,194,370,240,1537,1481,645,1
581,20000,2,1,1,25,1,1,1,0,1,0,14455,15897,17192,19445,17322,16930,3708,3324,1692,4405,2571,4600,0
582,300000,2,2,3,66,0,-1,0,-1,-1,0,130260,132142,100242,123046,117897,106361,29908,18868,23405,22452,34957,13144,0
583,20000,2,2,1,52,0,1,1,1,1,1,8050,10812,9770,8986,8157,8886,1967,1457,1718,249,558,2034,0
584,20000,2,3,2,46,-1,0,-1,-1,-1,-1,22648,18649,20590,16126,19807,16153,2179,879,2092,5056,6398,2069,0
585,80000,2,2,2,21,-1,0,0,0,0,0,69881,60222,72588,86234,86580,69000,24109,2658,23750,5923,24344,4729,0
586,500000,2,2,1,49,0,1,1,0,0,0,185931,191563,242533,217373,176220,178130,37978,27777,28504,63864,26267,47143,0
587,200000,1,2,1,41,0,-1,-1,-1,-1,-1,84718,102297,93815,88948,103878,119019,28799,33312,5879,21978,6555,25526,0
588,20000,2,2,1,49,2,3,3,3,2,3,5219,5300,5261,6287,6072,6447,387,1370,451,270,1164,1885,1
589,300000,2,2,2,22,2,2,3,2,2,1,135728,185554,131431,165863,143714,181361,20859,50282,15492,32995,34669,44262,1
590,300000,1,1,2,46,-1,-1,0,0,0,0,168443,213284,194950,186240,241571,208826,22028,20755,37517,62833,15109,60491,0
591,300000,1,3,1,48,0,0,0,0,0,0,37124,38544,39849,43591,47185,32582,9992,10113,1669,14146,15474,2317,0
592,500000,2,2,1,34,-1,-1,0,1,0,-1,429327,445443,386175,492484,436712,500700,114500,68636,116675,33626,118650,111562,0
593,50000,2,2,2,23,0,1,0,0,1,0,35754,29843,37751,32865,34536,30130,6455,1181,11686,2535,11536,4255,0
594,500000,2,1,1,66,2,1,1,1,1,1,61126,68953,79411,81844,57261,65563,1548,10362,9930,5786,6799,17462,0
595,80000,2,1,2,54,2,3,2,3,2,3,58096,69724,78773,83048,73728,71734,4520,4414,21729,22384,12020,15166,0
596,300000,2,2,3,50,1,0,0,0,0,-1,188776,213816,243583,206491,184710,253368,6906,64512,53076,15083,18329,9597,1
597,200000,2,1,2,57,-1,0,-1,1,0,-1,60250,73408,73492,67420,68922,80032,18045,21823,21973,2785,7605,15691,0
598,300000,1,1,2,52,0,0,0,0,0,0,151679,157863,178767,189537,140956,144361,17537,18132,19914,28204,9577,38344,1
599,200000,1,3,2,27,-1,-1,-1,-1,0,-1,149779,179329,173921,167791,186340,185731,8824,39799,38502,56893,11427,19821,0
600,200000,1,2,2,42,1,0,0,0,0,0,184587,225165,187450,230610,228588,192790,25265,31532,8245,28071,55171,45497,1
601,200000,2,2,1,62,-1,-1,0,-1,-1,-1,73473,59435,57996,55324,52518,69583,3343,4213,1340,14328,3770,20701,0
602,300000,2,2,1,34,-1,-1,-1,0,-1,-1,181809,192767,168787,218982,223301,236332,62364,45166,52096,14782,14298,9809,0
603,300000,1,3,2,66,0,0,0,1,1,0,226833,299797,268024,271930,296101,264969,28116,81195,31412,61178,58158,55841,1
604,20000,1,2,1,24,-1,-1,-1,-1,0,-1,21208,18767,19678,18673,17320,18200,6954,5173,3285,3954,4370,5694,0
605,300000,2,3,2,36,1,1,2,1,2,1,33422,32731,28431,36467,39215,37550,8198,2266,2743,11610,10852,2317,1
606,120000,1,4,2,37,-1,0,-1,-1,-1,-1,51933,71049,57539,51348,66485,64096,10740,13438,17799,13168,14060,6976,0
607,80000,2,2,3,50,2,2,2,2,2,2,78919,73372,78902,63153,71761,81594,13961,2046,11590,3780,6208,18485,1
608,120000,2,2,1,29,1,0,0,1,0,0,6098,6589,5065,5078,5999,5763,1505,327,400,779,1254,1228,0
609,500000,2,3,2,31,-1,0,-1,-1,-1,-1,276643,229568,225392,196750,212606,272910,68184,10731,49729,3971,48158,76911,1
610,500000,1,2,2,52,-1,-1,-1,0,-1,-1,356147,300478,261968,246532,245496,244542,8359,11680,23001,24537,25819,55654,1
611,300000,2,2,1,34,0,1,0,0,1,-1,170714,134955,143339,155434,161321,180934,54554,17563,15197,52931,10918,38001,0
612,120000,1,2,2,62,0,0,0,0,0,0,96573,79002,99101,79756,98634,84367,13658,10904,23984,13589,32101,14267,0
613,300000,2,2,2,61,1,0,-1,-1,0,0,30884,32557,26490,27338,37410,34205,4218,8148,8915,8373,1932,1567,0
614,80000,1,1,3,35,-1,-1,-1,-1,-1,-1,73918,55969,58475,55207,62188,75297,11396,7212,15734,1536,6932,16193,0
615,200000,2,2,2,47,2,2,3,2,3,3,64596,62085,75427,71516,57279,67154,15899,4118,4598,22199,5520,4814,0
616,200000,2,1,1,36,0,-1,-1,-1,-1,-1,155732,152903,165799,140286,142723,183819,22438,50835,20417,43979,44865,64084,1
617,50000,1,2,2,37,0,-1,-1,0,1,1,17985,18086,23325,24387,26273,19314,2578,5586,6596,5746,4877,886,0
618,50000,1,2,2,52,1,0,1,1,0,1,4400,4210,4492,3494,3795,3692,180,256,497,203,1273,166,0
619,20000,1,4,1,34,0,0,0,0,0,0,19628,20567,17068,15860,22625,20001,3091,2873,4509,4902,6636,5596,1
620,20000,1,1,1,28,0,0,0,1,0,0,17884,14871,15069,15533,13889,15459,1239,1122,2647,4923,3737,825,1
621,120000,1,2,1,33,1,0,2,1,1,2,39735,50446,43618,43276,36667,38357,12013,16975,13602,3736,2872,5894,1
622,120000,2,2,1,64,0,0,0,0,0,0,41035,31279,32512,37104,32418,39766,5350,4300,4503,12253,4332,12966,0
623,50000,1,1,2,33,-1,0,-1,-1,-1,-1,24611,25540,27282,33006,30443,32961,8296,1337,8959,10256,8849,9229,0
624,80000,2,1,1,38,0,0,-1,0,0,0,82299,93353,82952,73472,74709,66530,20236,24258,12812,6436,25742,6442,1
625,200000,2,1,2,50,0,-1,0,0,-1,-1,61941,75503,54489,56709,75143,52943,16694,19243,14148,8504,23272,5444,0
626,50000,1,1,1,25,2,2,2,2,3,2,44600,46035,40728,53984,48685,45504,14841,4582,3438,7077,16210,9803,1
627,80000,2,2,2,33,0,0,0,0,0,0,28167,28012,29788,25065,24515,30478,2784,3531,5813,4622,5682,5502,0
628,80000,2,2,1,29,0,0,0,0,0,0,51334,65819,56545,64605,60608,66801,10636,10330,6917,20245,10868,3909,0
629,120000,2,2,2,64,-1,0,-1,-1,0,-1,43092,49942,51549,51060,47148,48047,1440,5410,1247,15753,8951,3476,1
630,80000,2,1,1,64,0,0,0,0,0,0,11275,8509,8147,9202,10768,8377,600,981,1338,717,1844,2387,1
631,300000,2,1,2,56,0,0,0,0,1,0,252582,239784,306682,262390,315896,322051,35607,68224,23591,52969,22462,43084,1
632,80000,1,1,1,32,0,0,-1,-1,0,-1,17650,13743,18378,15288,19253,13703,4328,3684,6181,2999,2327,3887,0
633,120000,2,2,1,49,2,2,2,3,3,1,124030,127205,115466,118528,117868,120646,36521,31619,33119,19987,5872,9970,0
634,80000,2,2,2,52,1,0,1,0,0,1,9316,11921,13016,13652,10844,11058,974,2940,3436,3492,533,2408,0
635,50000,2,2,2,61,1,1,1,0,1,1,17326,13830,14430,13941,14635,17497,4629,2658,2447,3250,1798,3266,0
636,200000,1,1,2,28,0,-1,1,0,0,1,207559,160882,154695,218907,178781,201275,19513,21848,16321,24251,42875,25704,0
637,50000,2,1,1,55,-1,-1,0,-1,-1,-1,37892,28776,32220,29883,33209,27105,833,7417,4093,4031,7389,5985,0
638,80000,1,4,1,30,-1,0,1,0,1,0,20327,19836,17702,15289,14689,17169,771,1158,1547,4787,3005,1048,1
639,300000,2,1,2,47,1,1,1,1,1,1,190170,212505,211008,186456,165486,160550,40550,14142,42649,23774,44209,48587,1
640,500000,1,1,2,62,0,0,-1,0,0,0,130138,110039,101502,129403,129893,99277,23953,6785,29204,21551,20716,26339,1
641,200000,2,1,1,23,-1,-1,-1,-1,-1,-1,154353,196396,163983,176007,207397,169922,16861,51415,13421,60028,34405,19490,0
642,500000,2,4,2,27,1,0,1,1,0,1,38010,41877,52972,51356,37569,46614,842,9012,1138,15555,7173,9856,1
